"flux"	"flux.p"	"flux.se"	"Sample"	"method"	"method.AICc"	"flux.AICc"	"flux.p.AICc"	"flux.diff.pct"	"flux.final"	"method.final"	"Type"	"Chamber"	"Date"	"Compound"	"diff_time"	"cum"
"41"	0.273419756106944	7.05259707962657e-130	0.00539902694369616	"CTR_13_2026-01-09"	"robust linear"	"linear"	0.271817025340269	4.14813359228939e-132	-0.589635901087893	0.271817025340269	"linear"	"CTR"	"13"	"2026-01-09"	"CO2"	0	0
"42"	0.118804359104579	6.70112808715956e-92	0.00344898725552471	"CSH2SO4_14_2026-01-09"	"HMR"	"HMR"	0.118804359104579	6.70112808715956e-92	0	0.118804359104579	"HMR"	"CSH2SO4"	"14"	"2026-01-09"	"CO2"	0	0
"43"	0.116894730806696	3.94080208117191e-190	0.00108693683382695	"PSRAW_15_2026-01-09"	"robust linear"	"linear"	0.116966110897042	3.2408049946284e-194	0.0610263005226486	0.116966110897042	"linear"	"PSRAW"	"15"	"2026-01-09"	"CO2"	0	0
"44"	0.09543947582458	6.68680741568993e-104	0.00157592606674481	"PSAA_16_2026-01-09"	"robust linear"	"linear"	0.0955883827717182	8.91407222814789e-109	0.155779335124639	0.0955883827717182	"linear"	"PSAA"	"16"	"2026-01-09"	"CO2"	0	0
"45"	0.190741161439534	7.72515682842718e-126	0.003137493065644	"PSH2SO4_17_2026-01-09"	"robust linear"	"linear"	0.190610939191953	1.89734617666967e-131	-0.0683183494780248	0.190610939191953	"linear"	"PSH2SO4"	"17"	"2026-01-09"	"CO2"	0	0
"46"	0.298033871334587	6.76305613463215e-113	0.0064584616578609	"CSAA_18_2026-01-09"	"robust linear"	"linear"	0.297991712881764	1.52013593695787e-115	-0.01414752525013	0.297991712881764	"linear"	"CSAA"	"18"	"2026-01-09"	"CO2"	0	0
"47"	0.0981762074830067	6.66789449947781e-175	0.00112339743710687	"CTR_19_2026-01-09"	"robust linear"	"linear"	0.0976037871323798	5.15389998542648e-178	-0.586473504199758	0.0976037871323798	"linear"	"CTR"	"19"	"2026-01-09"	"CO2"	0	0
"48"	0.117539223121045	1.45053413244346e-233	0.000806591978896419	"CSRAW_20_2026-01-09"	"robust linear"	"linear"	0.117849804925019	2.78740932421677e-239	0.263540363236892	0.117849804925019	"linear"	"CSRAW"	"20"	"2026-01-09"	"CO2"	0	0
"49"	0.288084227214917	8.18834938664453e-35	0.0188685869212717	"CSH2SO4_21_2026-01-09"	"HMR"	"HMR"	0.288084227214917	8.18834938664453e-35	0	0.288084227214917	"HMR"	"CSH2SO4"	"21"	"2026-01-09"	"CO2"	0	0
"50"	0.180315724240883	2.66368685152366e-129	0.00282307460830333	"CSAA_22_2026-01-09"	"robust linear"	"linear"	0.185216252408802	6.35339969416384e-128	2.64584133637602	0.180315724240883	"robust linear"	"CSAA"	"22"	"2026-01-09"	"CO2"	0	0
"51"	0.263694831255281	6.4304056360999e-135	0.00467839557121663	"PSAA_23_2026-01-09"	"robust linear"	"linear"	0.264219124874123	3.83066090077237e-137	0.198431366045715	0.264219124874123	"linear"	"PSAA"	"23"	"2026-01-09"	"CO2"	0	0
"52"	0.479364197615068	3.20328544606064e-166	0.00590209150439746	"PSH2SO4_24_2026-01-09"	"robust linear"	"linear"	0.464446755158356	6.07607175212887e-168	-3.21187354439061	0.464446755158356	"linear"	"PSH2SO4"	"24"	"2026-01-09"	"CO2"	0	0
"53"	0.19613259810335	2.61269853934771e-150	0.00273820570172154	"CSH2SO4_25_2026-01-09"	"robust linear"	"linear"	0.196215806311233	8.12181158930156e-154	0.0424064755265685	0.196215806311233	"linear"	"CSH2SO4"	"25"	"2026-01-09"	"CO2"	0	0
"54"	0.167455400632147	4.38920004864305e-157	0.00222383221172505	"CSRAW_26_2026-01-09"	"robust linear"	"linear"	0.164241795945618	1.35349937039796e-156	-1.95663026456065	0.167455400632147	"robust linear"	"CSRAW"	"26"	"2026-01-09"	"CO2"	0	0
"55"	0.0889762530555917	2.41647034110209e-191	0.000841330691430887	"CTR_27_2026-01-09"	"robust linear"	"linear"	0.0895102368436141	2.01797822073082e-193	0.596561697133458	0.0895102368436141	"linear"	"CTR"	"27"	"2026-01-09"	"CO2"	0	0
"56"	0.267833535859449	8.02175324856161e-113	0.00545021836416724	"PSRAW_28_2026-01-09"	"robust linear"	"linear"	0.266914147699432	2.21282039010902e-120	-0.344450891022841	0.266914147699432	"linear"	"PSRAW"	"28"	"2026-01-09"	"CO2"	0	0
